month,skill,mentions,month_index,rolling_3m,rolling_6m,pct_change_3m
2024-04-01,KPI Reporting,4,3,4.666666666666667,3.75,3.666666666666667
2024-04-01,Kafka,0,3,0.0,0.0,0.0
2024-04-01,Kubernetes,0,3,0.0,0.0,0.0
2024-04-01,LLM,2,3,2.6666666666666665,3.5,-0.5555555555555556
2024-04-01,Labor Market Analytics,15,3,15.0,15.0,0.0
2024-04-01,LangChain,1,3,1.0,0.75,0.0
2024-04-01,Linux,0,3,0.0,0.0,0.0
2024-04-01,LlamaIndex,0,3,0.0,0.0,0.0
2024-04-01,MLOps,3,3,1.6666666666666667,2.0,-0.4444444444444444
2024-04-01,Machine Learning,8,3,8.333333333333334,8.25,0.04166666666666674
2024-04-01,Market Research,2,3,2.3333333333333335,2.0,1.3333333333333335
2024-04-01,Matplotlib,0,3,0.0,0.0,0.0
2024-04-01,Model Evaluation,10,3,8.333333333333334,9.0,-0.24242424242424232
2024-04-01,MySQL,0,3,0.0,0.0,0.0
2024-04-01,Named Entity Recognition,0,3,0.0,0.0,0.0
2024-04-01,Natural Language Processing,0,3,0.6666666666666666,1.5,-0.8333333333333334
2024-04-01,OpenAI API,5,3,3.0,2.25,0.0
2024-04-01,Plotly,0,3,0.0,0.0,0.0
2024-04-01,PostgreSQL,0,3,0.0,0.0,0.0
2024-04-01,Power BI,6,3,6.333333333333333,6.25,0.05555555555555558
2024-04-01,Probability,0,3,0.0,0.0,0.0
2024-04-01,Prompt Engineering,3,3,1.3333333333333333,1.25,0.33333333333333326
2024-04-01,PySpark,0,3,0.0,0.0,0.0
2024-04-01,Python,11,3,10.0,11.0,-0.2857142857142857
2024-04-01,R,0,3,0.0,0.0,0.0
2024-04-01,RAG,4,3,3.0,3.5,-0.4
2024-04-01,Random Forest,0,3,0.0,0.0,0.0
2024-04-01,Regression,0,3,0.0,0.0,0.0
2024-04-01,Regression Analysis,0,3,0.0,0.0,0.0
2024-04-01,SQL,13,3,13.333333333333334,13.0,0.11111111111111116
2024-04-01,Scala,0,3,0.0,0.0,0.0
2024-04-01,Scikit-learn,11,3,9.0,8.75,0.125
2024-04-01,Seaborn,0,3,0.0,0.0,0.0
2024-04-01,Semantic Search,4,3,2.6666666666666665,3.25,-0.4666666666666667
2024-04-01,Sentence Transformers,0,3,0.6666666666666666,1.5,-0.8333333333333334
2024-04-01,Snowflake,0,3,0.0,0.0,0.0
2024-04-01,Spark,5,3,5.666666666666667,5.5,0.1333333333333333
2024-04-01,Stakeholder Communication,15,3,15.0,15.0,0.0
2024-04-01,Statistics,11,3,10.333333333333334,9.25,0.7222222222222223
2024-04-01,Streamlit,0,3,0.0,0.0,0.0
2024-04-01,Tableau,6,3,6.0,5.5,0.5
2024-04-01,Text Classification,0,3,0.0,0.0,0.0
2024-04-01,Time Series,0,3,0.0,0.0,0.0
2024-04-01,Vector Database,2,3,1.0,1.25,-0.5
2024-04-01,Workforce Planning,0,3,0.0,0.0,0.0
2024-04-01,XGBoost,0,3,0.0,0.0,0.0
2024-04-01,dbt,0,3,0.0,0.0,0.0
2024-05-01,APIs,5,4,6.0,5.0,0.7142857142857142
2024-05-01,AWS,0,4,0.0,0.0,0.0
2024-05-01,Agile,0,4,0.0,0.0,0.0
2024-05-01,Airflow,5,4,5.666666666666667,5.4,0.1333333333333333
2024-05-01,Azure,0,4,0.0,0.0,0.0
2024-05-01,Bash,0,4,0.0,0.0,0.0
2024-05-01,BigQuery,0,4,0.0,0.0,0.0
2024-05-01,Business Recommendations,15,4,15.0,15.0,0.0
2024-05-01,CI/CD,0,4,0.0,0.0,0.0
2024-05-01,Causal Inference,0,4,0.0,0.0,0.0
2024-05-01,Classification,0,4,0.0,0.0,0.0
2024-05-01,Clustering,0,4,0.0,0.0,0.0
2024-05-01,Compensation Analytics,0,4,0.0,0.0,0.0
2024-05-01,Dashboarding,0,4,0.0,0.0,0.0
2024-05-01,Data Visualization,11,4,12.333333333333334,11.6,0.17460317460317465
2024-05-01,Data Warehousing,2,4,2.0,2.4,-0.33333333333333337
2024-05-01,Databricks,0,4,0.0,0.0,0.0
2024-05-01,Docker,0,4,1.3333333333333333,1.6,-0.33333333333333337
2024-05-01,ETL,6,4,4.666666666666667,5.8,-0.37777777777777777
2024-05-01,Econometrics,7,4,6.666666666666667,6.4,0.11111111111111116
2024-05-01,Economic Analysis,4,4,3.0,2.4,1.0
2024-05-01,Excel,5,4,6.0,6.0,0.0
2024-05-01,FastAPI,0,4,0.0,0.0,0.0
2024-05-01,Feature Engineering,0,4,0.0,0.0,0.0
2024-05-01,Future of Work,15,4,15.0,15.0,0.0
2024-05-01,GCP,0,4,0.0,0.0,0.0
2024-05-01,Gemini API,2,4,2.0,1.6,1.0
2024-05-01,Git,0,4,0.0,0.0,0.0
2024-05-01,Hypothesis Testing,0,4,0.0,0.0,0.0
2024-05-01,Information Extraction,4,4,1.3333333333333333,2.0,-0.5555555555555556
2024-05-01,Java,0,4,0.0,0.0,0.0
2024-05-01,Jira,0,4,0.0,0.0,0.0
2024-05-01,KPI Reporting,2,4,3.6666666666666665,3.4,0.2222222222222221
2024-05-01,Kafka,0,4,0.0,0.0,0.0
2024-05-01,Kubernetes,0,4,0.0,0.0,0.0
2024-05-01,LLM,7,4,4.0,4.2,-0.11111111111111116
2024-05-01,Labor Market Analytics,15,4,15.0,15.0,0.0
2024-05-01,LangChain,3,4,1.6666666666666667,1.2,2.3333333333333335
2024-05-01,Linux,0,4,0.0,0.0,0.0
2024-05-01,LlamaIndex,0,4,0.0,0.0,0.0
2024-05-01,MLOps,0,4,1.3333333333333333,1.6,-0.33333333333333337
2024-05-01,Machine Learning,5,4,7.666666666666667,7.6,0.022222222222222365
2024-05-01,Market Research,4,4,3.0,2.4,1.0
2024-05-01,Matplotlib,0,4,0.0,0.0,0.0
2024-05-01,Model Evaluation,7,4,8.666666666666666,8.6,0.019607843137254832
2024-05-01,MySQL,0,4,0.0,0.0,0.0
2024-05-01,Named Entity Recognition,0,4,0.0,0.0,0.0
2024-05-01,Natural Language Processing,4,4,1.3333333333333333,2.0,-0.5555555555555556
2024-05-01,OpenAI API,3,4,3.6666666666666665,2.4,6.333333333333333
2024-05-01,Plotly,0,4,0.0,0.0,0.0
2024-05-01,PostgreSQL,0,4,0.0,0.0,0.0
2024-05-01,Power BI,4,4,6.0,5.8,0.09090909090909083
2024-05-01,Probability,0,4,0.0,0.0,0.0
2024-05-01,Prompt Engineering,5,4,2.6666666666666665,2.0,1.6666666666666665
2024-05-01,PySpark,0,4,0.0,0.0,0.0
2024-05-01,Python,11,4,10.0,11.0,-0.19999999999999996
2024-05-01,R,0,4,0.0,0.0,0.0
2024-05-01,RAG,6,4,4.333333333333333,4.0,0.23809523809523792
2024-05-01,Random Forest,0,4,0.0,0.0,0.0
2024-05-01,Regression,0,4,0.0,0.0,0.0
2024-05-01,Regression Analysis,0,4,0.0,0.0,0.0
2024-05-01,SQL,10,4,12.333333333333334,12.4,-0.013333333333333308
2024-05-01,Scala,0,4,0.0,0.0,0.0
2024-05-01,Scikit-learn,5,4,8.333333333333334,8.0,0.11111111111111116
2024-05-01,Seaborn,0,4,0.0,0.0,0.0
2024-05-01,Semantic Search,9,4,4.666666666666667,4.4,0.16666666666666674
2024-05-01,Sentence Transformers,4,4,1.3333333333333333,2.0,-0.5555555555555556
2024-05-01,Snowflake,0,4,0.0,0.0,0.0
2024-05-01,Spark,7,4,5.333333333333333,5.8,-0.17948717948717952
2024-05-01,Stakeholder Communication,15,4,15.0,15.0,0.0
2024-05-01,Statistics,8,4,10.666666666666666,9.0,0.641025641025641
2024-05-01,Streamlit,0,4,0.0,0.0,0.0
2024-05-01,Tableau,8,4,7.0,6.0,0.5555555555555556
2024-05-01,Text Classification,0,4,0.0,0.0,0.0
2024-05-01,Time Series,0,4,0.0,0.0,0.0
2024-05-01,Vector Database,3,4,2.0,1.6,1.0
2024-05-01,Workforce Planning,0,4,0.0,0.0,0.0
2024-05-01,XGBoost,0,4,0.0,0.0,0.0
2024-05-01,dbt,0,4,0.0,0.0,0.0
2024-06-01,APIs,10,5,7.333333333333333,5.833333333333333,0.6923076923076923
2024-06-01,AWS,0,5,0.0,0.0,0.0
2024-06-01,Agile,0,5,0.0,0.0,0.0
2024-06-01,Airflow,3,5,4.666666666666667,5.0,-0.12499999999999989
2024-06-01,Azure,0,5,0.0,0.0,0.0
2024-06-01,Bash,0,5,0.0,0.0,0.0
2024-06-01,BigQuery,0,5,0.0,0.0,0.0
2024-06-01,Business Recommendations,15,5,15.0,15.0,0.0
2024-06-01,CI/CD,0,5,0.0,0.0,0.0
2024-06-01,Causal Inference,0,5,0.0,0.0,0.0
2024-06-01,Classification,0,5,0.0,0.0,0.0
2024-06-01,Clustering,0,5,0.0,0.0,0.0
2024-06-01,Compensation Analytics,0,5,0.0,0.0,0.0
2024-06-01,Dashboarding,0,5,0.0,0.0,0.0
2024-06-01,Data Visualization,9,5,10.666666666666666,11.166666666666666,-0.08571428571428574
2024-06-01,Data Warehousing,2,5,2.3333333333333335,2.3333333333333335,0.0
2024-06-01,Databricks,0,5,0.0,0.0,0.0
2024-06-01,Docker,3,5,2.0,1.8333333333333333,0.19999999999999996
2024-06-01,ETL,7,5,6.333333333333333,6.0,0.11764705882352922
2024-06-01,Econometrics,3,5,4.333333333333333,5.833333333333333,-0.40909090909090906
2024-06-01,Economic Analysis,1,5,2.3333333333333335,2.1666666666666665,0.16666666666666674
2024-06-01,Excel,3,5,5.0,5.5,-0.16666666666666663
2024-06-01,FastAPI,0,5,0.0,0.0,0.0
2024-06-01,Feature Engineering,0,5,0.0,0.0,0.0
2024-06-01,Future of Work,15,5,15.0,15.0,0.0
2024-06-01,GCP,0,5,0.0,0.0,0.0
2024-06-01,Gemini API,1,5,1.6666666666666667,1.5,0.2500000000000002
2024-06-01,Git,0,5,0.0,0.0,0.0
2024-06-01,Hypothesis Testing,0,5,0.0,0.0,0.0
2024-06-01,Information Extraction,1,5,1.6666666666666667,1.8333333333333333,-0.16666666666666663
2024-06-01,Java,0,5,0.0,0.0,0.0
2024-06-01,Jira,0,5,0.0,0.0,0.0
2024-06-01,KPI Reporting,2,5,2.6666666666666665,3.1666666666666665,-0.2727272727272727
2024-06-01,Kafka,0,5,0.0,0.0,0.0
2024-06-01,Kubernetes,0,5,0.0,0.0,0.0
2024-06-01,LLM,6,5,5.0,4.5,0.25
2024-06-01,Labor Market Analytics,15,5,15.0,15.0,0.0
2024-06-01,LangChain,5,5,3.0,1.8333333333333333,3.5
2024-06-01,Linux,0,5,0.0,0.0,0.0
2024-06-01,LlamaIndex,0,5,0.0,0.0,0.0
2024-06-01,MLOps,3,5,2.0,1.8333333333333333,0.19999999999999996
2024-06-01,Machine Learning,9,5,7.333333333333333,7.833333333333333,-0.1200000000000001
2024-06-01,Market Research,1,5,2.3333333333333335,2.1666666666666665,0.16666666666666674
2024-06-01,Matplotlib,0,5,0.0,0.0,0.0
2024-06-01,Model Evaluation,10,5,9.0,8.833333333333334,0.03846153846153855
2024-06-01,MySQL,0,5,0.0,0.0,0.0
2024-06-01,Named Entity Recognition,0,5,0.0,0.0,0.0
2024-06-01,Natural Language Processing,1,5,1.6666666666666667,1.8333333333333333,-0.16666666666666663
2024-06-01,OpenAI API,6,5,4.666666666666667,3.0,2.5000000000000004
2024-06-01,Plotly,0,5,0.0,0.0,0.0
2024-06-01,PostgreSQL,0,5,0.0,0.0,0.0
2024-06-01,Power BI,6,5,5.333333333333333,5.833333333333333,-0.1578947368421053
2024-06-01,Probability,0,5,0.0,0.0,0.0
2024-06-01,Prompt Engineering,5,5,4.333333333333333,2.5,5.5
2024-06-01,PySpark,0,5,0.0,0.0,0.0
2024-06-01,Python,12,5,11.333333333333334,11.166666666666666,0.030303030303030276
