job_id,posted_date,company,job_title,location,employment_type,experience_level,salary_min_lpa,salary_max_lpa,job_description,source,true_role_label,experience_source,salary_source,salary_is_predicted,api_salary_min_raw,api_salary_max_raw,category,source_query,source_location,redirect_url,salary_mid_lpa,full_text,extracted_skills,skill_count,skillcat_business_workforce,skillcat_cloud_tools,skillcat_data_engineering,skillcat_machine_learning,skillcat_nlp_genai,skillcat_programming,skillcat_statistics,skillcat_visualization_bi,occupation_family,role_label,occupation_confidence,mapping_method,core_skills_for_role,text_for_model
JOB00230,2026-03-06,FutureWorks Analytics,Data Analyst,Hyderabad,Full-Time,Mid,12.0,20.0,FutureWorks Analytics is hiring a Data Analyst in Hyderabad. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Data Visualization Excel KPI Reporting LLM LangChain Machine Learning Model Evaluation OpenAI API Power BI RAG SQL Semantic Search Statistics Tableau and Vector Database. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,synthetic_sample,Data Analyst,,,,,,,,,,16.0,Data Analyst FutureWorks Analytics is hiring a Data Analyst in Hyderabad. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Data Visualization Excel KPI Reporting LLM LangChain Machine Learning Model Evaluation OpenAI API Power BI RAG SQL Semantic Search Statistics Tableau and Vector Database. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,Business Recommendations|Future of Work|Labor Market Analytics|Stakeholder Communication|Machine Learning|Model Evaluation|LLM|LangChain|OpenAI API|RAG|Semantic Search|Vector Database|APIs|SQL|Statistics|Data Visualization|Excel|KPI Reporting|Power BI|Tableau,20,4,0,0,2,6,2,1,5,Data Analytics,Data Analyst,0.95,keyword_rules,SQL|Excel|Power BI|Tableau|Data Visualization|Statistics|KPI Reporting,Data Analyst FutureWorks Analytics is hiring a Data Analyst in Hyderabad. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Data Visualization Excel KPI Reporting LLM LangChain Machine Learning Model Evaluation OpenAI API Power BI RAG SQL Semantic Search Statistics Tableau and Vector Database. Experience with stakeholder communication statistical thinking and business technology tools is preferred. Business Recommendations Future of Work Labor Market Analytics Stakeholder Communication Machine Learning Model Evaluation LLM LangChain OpenAI API RAG Semantic Search Vector Database APIs SQL Statistics Data Visualization Excel KPI Reporting Power BI Tableau
JOB00231,2026-04-05,QuantEdge Solutions,Associate Data Scientist,Mumbai,Full-Time,Associate,9.0,18.0,QuantEdge Solutions is hiring a Associate Data Scientist in Mumbai. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Airflow Data Visualization ETL LLM LangChain Machine Learning Model Evaluation OpenAI API Power BI Python RAG SQL Scikit-learn Spark and Statistics. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,synthetic_sample,Data Scientist,,,,,,,,,,13.5,Associate Data Scientist QuantEdge Solutions is hiring a Associate Data Scientist in Mumbai. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Airflow Data Visualization ETL LLM LangChain Machine Learning Model Evaluation OpenAI API Power BI Python RAG SQL Scikit-learn Spark and Statistics. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,Business Recommendations|Future of Work|Labor Market Analytics|Stakeholder Communication|Airflow|ETL|Spark|Machine Learning|Model Evaluation|Scikit-learn|LLM|LangChain|OpenAI API|RAG|APIs|Python|SQL|Statistics|Data Visualization|Power BI,20,4,0,3,3,4,3,1,2,AI Product Engineering,AI Engineer,0.95,keyword_rules,LLM|RAG|Prompt Engineering|LangChain|Vector Database|Python|APIs,Associate Data Scientist QuantEdge Solutions is hiring a Associate Data Scientist in Mumbai. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Airflow Data Visualization ETL LLM LangChain Machine Learning Model Evaluation OpenAI API Power BI Python RAG SQL Scikit-learn Spark and Statistics. Experience with stakeholder communication statistical thinking and business technology tools is preferred. Business Recommendations Future of Work Labor Market Analytics Stakeholder Communication Airflow ETL Spark Machine Learning Model Evaluation Scikit-learn LLM LangChain OpenAI API RAG APIs Python SQL Statistics Data Visualization Power BI
JOB00232,2026-05-18,BrightPath Analytics,Data Analyst,Coimbatore,Full-Time,Mid,11.0,17.0,BrightPath Analytics is hiring a Data Analyst in Coimbatore. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Airflow Data Visualization ETL Econometrics Excel Gemini API KPI Reporting LLM LangChain OpenAI API Power BI Prompt Engineering RAG SQL Scikit-learn Semantic Search Statistics Tableau and Vector Database. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,synthetic_sample,Data Analyst,,,,,,,,,,14.0,Data Analyst BrightPath Analytics is hiring a Data Analyst in Coimbatore. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Airflow Data Visualization ETL Econometrics Excel Gemini API KPI Reporting LLM LangChain OpenAI API Power BI Prompt Engineering RAG SQL Scikit-learn Semantic Search Statistics Tableau and Vector Database. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,Business Recommendations|Future of Work|Labor Market Analytics|Stakeholder Communication|Airflow|ETL|Scikit-learn|Gemini API|LLM|LangChain|OpenAI API|Prompt Engineering|RAG|Semantic Search|Vector Database|APIs|SQL|Econometrics|Statistics|Data Visualization|Excel|KPI Reporting|Power BI|Tableau,24,4,0,2,1,8,2,2,5,Data Analytics,Data Analyst,0.95,keyword_rules,SQL|Excel|Power BI|Tableau|Data Visualization|Statistics|KPI Reporting,Data Analyst BrightPath Analytics is hiring a Data Analyst in Coimbatore. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Airflow Data Visualization ETL Econometrics Excel Gemini API KPI Reporting LLM LangChain OpenAI API Power BI Prompt Engineering RAG SQL Scikit-learn Semantic Search Statistics Tableau and Vector Database. Experience with stakeholder communication statistical thinking and business technology tools is preferred. Business Recommendations Future of Work Labor Market Analytics Stakeholder Communication Airflow ETL Scikit-learn Gemini API LLM LangChain OpenAI API Prompt Engineering RAG Semantic Search Vector Database APIs SQL Econometrics Statistics Data Visualization Excel KPI Reporting Power BI Tableau
JOB00233,2024-01-10,FutureWorks Analytics,Senior NLP Engineer,Coimbatore,Full-Time,Senior,23.0,33.0,FutureWorks Analytics is hiring a Senior NLP Engineer in Coimbatore. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Airflow Data Visualization Information Extraction LLM Model Evaluation Natural Language Processing Python RAG Semantic Search and Sentence Transformers. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,synthetic_sample,NLP Engineer,,,,,,,,,,28.0,Senior NLP Engineer FutureWorks Analytics is hiring a Senior NLP Engineer in Coimbatore. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Airflow Data Visualization Information Extraction LLM Model Evaluation Natural Language Processing Python RAG Semantic Search and Sentence Transformers. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,Business Recommendations|Future of Work|Labor Market Analytics|Stakeholder Communication|Airflow|Model Evaluation|Information Extraction|LLM|Natural Language Processing|RAG|Semantic Search|Sentence Transformers|Python|Data Visualization,14,4,0,1,1,6,1,0,1,NLP & GenAI,NLP Engineer,0.95,keyword_rules,Natural Language Processing|Information Extraction|Sentence Transformers|RAG|LLM|Semantic Search|Python,Senior NLP Engineer FutureWorks Analytics is hiring a Senior NLP Engineer in Coimbatore. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Airflow Data Visualization Information Extraction LLM Model Evaluation Natural Language Processing Python RAG Semantic Search and Sentence Transformers. Experience with stakeholder communication statistical thinking and business technology tools is preferred. Business Recommendations Future of Work Labor Market Analytics Stakeholder Communication Airflow Model Evaluation Information Extraction LLM Natural Language Processing RAG Semantic Search Sentence Transformers Python Data Visualization
JOB00234,2024-02-13,MetroTech Labs,Data Analyst,Remote India,Full-Time,Mid,11.0,17.0,MetroTech Labs is hiring a Data Analyst in Remote India. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Data Visualization ETL Econometrics Excel KPI Reporting Power BI SQL Spark Statistics and Tableau. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,synthetic_sample,Data Analyst,,,,,,,,,,14.0,Data Analyst MetroTech Labs is hiring a Data Analyst in Remote India. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Data Visualization ETL Econometrics Excel KPI Reporting Power BI SQL Spark Statistics and Tableau. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,Business Recommendations|Future of Work|Labor Market Analytics|Stakeholder Communication|ETL|Spark|SQL|Econometrics|Statistics|Data Visualization|Excel|KPI Reporting|Power BI|Tableau,14,4,0,2,0,0,1,2,5,Data Analytics,Data Analyst,0.95,keyword_rules,SQL|Excel|Power BI|Tableau|Data Visualization|Statistics|KPI Reporting,Data Analyst MetroTech Labs is hiring a Data Analyst in Remote India. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Data Visualization ETL Econometrics Excel KPI Reporting Power BI SQL Spark Statistics and Tableau. Experience with stakeholder communication statistical thinking and business technology tools is preferred. Business Recommendations Future of Work Labor Market Analytics Stakeholder Communication ETL Spark SQL Econometrics Statistics Data Visualization Excel KPI Reporting Power BI Tableau
JOB00235,2024-03-01,InsightWorks Global,Junior Data Scientist,Chennai,Full-Time,Entry,6.0,12.0,InsightWorks Global is hiring a Junior Data Scientist in Chennai. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Data Visualization Excel LLM Machine Learning Model Evaluation Python RAG SQL Scikit-learn Spark and Statistics. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,synthetic_sample,Data Scientist,,,,,,,,,,9.0,Junior Data Scientist InsightWorks Global is hiring a Junior Data Scientist in Chennai. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Data Visualization Excel LLM Machine Learning Model Evaluation Python RAG SQL Scikit-learn Spark and Statistics. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,Business Recommendations|Future of Work|Labor Market Analytics|Stakeholder Communication|Spark|Machine Learning|Model Evaluation|Scikit-learn|LLM|RAG|Python|SQL|Statistics|Data Visualization|Excel,15,4,0,1,3,2,2,1,2,Data Science,Data Scientist,0.75,keyword_rules,Python|SQL|Machine Learning|Statistics|Scikit-learn|Model Evaluation|Data Visualization,Junior Data Scientist InsightWorks Global is hiring a Junior Data Scientist in Chennai. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Data Visualization Excel LLM Machine Learning Model Evaluation Python RAG SQL Scikit-learn Spark and Statistics. Experience with stakeholder communication statistical thinking and business technology tools is preferred. Business Recommendations Future of Work Labor Market Analytics Stakeholder Communication Spark Machine Learning Model Evaluation Scikit-learn LLM RAG Python SQL Statistics Data Visualization Excel
JOB00236,2024-04-03,TalentGraph AI,Associate Business Analyst,Chennai,Full-Time,Associate,6.0,14.0,TalentGraph AI is hiring a Associate Business Analyst in Chennai. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Business Recommendations Data Visualization Excel KPI Reporting Machine Learning Model Evaluation Python SQL Stakeholder Communication and Statistics. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,synthetic_sample,Business Analyst,,,,,,,,,,10.0,Associate Business Analyst TalentGraph AI is hiring a Associate Business Analyst in Chennai. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Business Recommendations Data Visualization Excel KPI Reporting Machine Learning Model Evaluation Python SQL Stakeholder Communication and Statistics. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,Business Recommendations|Future of Work|Labor Market Analytics|Stakeholder Communication|Machine Learning|Model Evaluation|Python|SQL|Statistics|Data Visualization|Excel|KPI Reporting,12,4,0,0,2,0,2,1,3,Data Analytics,Data Analyst,0.95,keyword_rules,SQL|Excel|Power BI|Tableau|Data Visualization|Statistics|KPI Reporting,Associate Business Analyst TalentGraph AI is hiring a Associate Business Analyst in Chennai. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Business Recommendations Data Visualization Excel KPI Reporting Machine Learning Model Evaluation Python SQL Stakeholder Communication and Statistics. Experience with stakeholder communication statistical thinking and business technology tools is preferred. Business Recommendations Future of Work Labor Market Analytics Stakeholder Communication Machine Learning Model Evaluation Python SQL Statistics Data Visualization Excel KPI Reporting
JOB00237,2024-05-22,CareerMap Technologies,Research Analyst,Remote India,Full-Time,Mid,13.0,19.0,CareerMap Technologies is hiring a Research Analyst in Remote India. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Data Visualization ETL Econometrics Economic Analysis Machine Learning Market Research OpenAI API Power BI Python SQL Spark and Statistics. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,synthetic_sample,Research Analyst,,,,,,,,,,16.0,Research Analyst CareerMap Technologies is hiring a Research Analyst in Remote India. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Data Visualization ETL Econometrics Economic Analysis Machine Learning Market Research OpenAI API Power BI Python SQL Spark and Statistics. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,Business Recommendations|Economic Analysis|Future of Work|Labor Market Analytics|Market Research|Stakeholder Communication|ETL|Spark|Machine Learning|OpenAI API|APIs|Python|SQL|Econometrics|Statistics|Data Visualization|Power BI,17,6,0,2,1,1,3,2,2,Research & Economics,Research Analyst,0.95,keyword_rules,Statistics|Econometrics|Economic Analysis|Market Research|Data Visualization|SQL,Research Analyst CareerMap Technologies is hiring a Research Analyst in Remote India. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Data Visualization ETL Econometrics Economic Analysis Machine Learning Market Research OpenAI API Power BI Python SQL Spark and Statistics. Experience with stakeholder communication statistical thinking and business technology tools is preferred. Business Recommendations Economic Analysis Future of Work Labor Market Analytics Market Research Stakeholder Communication ETL Spark Machine Learning OpenAI API APIs Python SQL Econometrics Statistics Data Visualization Power BI
JOB00238,2024-06-01,PeopleData Systems,Junior Data Scientist,Noida,Full-Time,Entry,6.0,10.0,PeopleData Systems is hiring a Junior Data Scientist in Noida. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Data Visualization LangChain Machine Learning Model Evaluation Python SQL Scikit-learn Semantic Search Spark Statistics Tableau and Vector Database. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,synthetic_sample,Data Scientist,,,,,,,,,,8.0,Junior Data Scientist PeopleData Systems is hiring a Junior Data Scientist in Noida. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Data Visualization LangChain Machine Learning Model Evaluation Python SQL Scikit-learn Semantic Search Spark Statistics Tableau and Vector Database. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,Business Recommendations|Future of Work|Labor Market Analytics|Stakeholder Communication|Spark|Machine Learning|Model Evaluation|Scikit-learn|LangChain|Semantic Search|Vector Database|Python|SQL|Statistics|Data Visualization|Tableau,16,4,0,1,3,3,2,1,2,Data Science,Data Scientist,0.75,keyword_rules,Python|SQL|Machine Learning|Statistics|Scikit-learn|Model Evaluation|Data Visualization,Junior Data Scientist PeopleData Systems is hiring a Junior Data Scientist in Noida. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Data Visualization LangChain Machine Learning Model Evaluation Python SQL Scikit-learn Semantic Search Spark Statistics Tableau and Vector Database. Experience with stakeholder communication statistical thinking and business technology tools is preferred. Business Recommendations Future of Work Labor Market Analytics Stakeholder Communication Spark Machine Learning Model Evaluation Scikit-learn LangChain Semantic Search Vector Database Python SQL Statistics Data Visualization Tableau
JOB00239,2024-07-12,InsightWorks Global,Junior AI Engineer,Bangalore,Full-Time,Entry,8.0,16.0,InsightWorks Global is hiring a Junior AI Engineer in Bangalore. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include APIs Airflow Excel LLM LangChain Prompt Engineering Python RAG Spark Statistics and Vector Database. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,synthetic_sample,AI Engineer,,,,,,,,,,12.0,Junior AI Engineer InsightWorks Global is hiring a Junior AI Engineer in Bangalore. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include APIs Airflow Excel LLM LangChain Prompt Engineering Python RAG Spark Statistics and Vector Database. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,Business Recommendations|Future of Work|Labor Market Analytics|Stakeholder Communication|Airflow|Spark|LLM|LangChain|Prompt Engineering|RAG|Vector Database|APIs|Python|Statistics|Excel,15,4,0,2,0,5,2,1,1,AI Product Engineering,AI Engineer,0.95,keyword_rules,LLM|RAG|Prompt Engineering|LangChain|Vector Database|Python|APIs,Junior AI Engineer InsightWorks Global is hiring a Junior AI Engineer in Bangalore. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include APIs Airflow Excel LLM LangChain Prompt Engineering Python RAG Spark Statistics and Vector Database. Experience with stakeholder communication statistical thinking and business technology tools is preferred. Business Recommendations Future of Work Labor Market Analytics Stakeholder Communication Airflow Spark LLM LangChain Prompt Engineering RAG Vector Database APIs Python Statistics Excel
JOB00240,2024-08-06,Nexa Workforce,Associate AI Engineer,Coimbatore,Full-Time,Associate,11.0,21.0,Nexa Workforce is hiring a Associate AI Engineer in Coimbatore. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include APIs Excel Gemini API LLM LangChain Machine Learning OpenAI API Power BI Prompt Engineering Python RAG SQL and Vector Database. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,synthetic_sample,AI Engineer,,,,,,,,,,16.0,Associate AI Engineer Nexa Workforce is hiring a Associate AI Engineer in Coimbatore. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include APIs Excel Gemini API LLM LangChain Machine Learning OpenAI API Power BI Prompt Engineering Python RAG SQL and Vector Database. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,Business Recommendations|Future of Work|Labor Market Analytics|Stakeholder Communication|Machine Learning|Gemini API|LLM|LangChain|OpenAI API|Prompt Engineering|RAG|Vector Database|APIs|Python|SQL|Excel|Power BI,17,4,0,0,1,7,3,0,2,AI Product Engineering,AI Engineer,0.95,keyword_rules,LLM|RAG|Prompt Engineering|LangChain|Vector Database|Python|APIs,Associate AI Engineer Nexa Workforce is hiring a Associate AI Engineer in Coimbatore. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include APIs Excel Gemini API LLM LangChain Machine Learning OpenAI API Power BI Prompt Engineering Python RAG SQL and Vector Database. Experience with stakeholder communication statistical thinking and business technology tools is preferred. Business Recommendations Future of Work Labor Market Analytics Stakeholder Communication Machine Learning Gemini API LLM LangChain OpenAI API Prompt Engineering RAG Vector Database APIs Python SQL Excel Power BI
JOB00241,2024-09-20,MetroTech Labs,Data Analyst,Gurgaon,Full-Time,Mid,10.0,17.0,MetroTech Labs is hiring a Data Analyst in Gurgaon. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Airflow Data Visualization Excel Gemini API KPI Reporting LangChain Machine Learning OpenAI API Power BI Prompt Engineering SQL Scikit-learn Statistics and Tableau. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,synthetic_sample,Data Analyst,,,,,,,,,,13.5,Data Analyst MetroTech Labs is hiring a Data Analyst in Gurgaon. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Airflow Data Visualization Excel Gemini API KPI Reporting LangChain Machine Learning OpenAI API Power BI Prompt Engineering SQL Scikit-learn Statistics and Tableau. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,Business Recommendations|Future of Work|Labor Market Analytics|Stakeholder Communication|Airflow|Machine Learning|Scikit-learn|Gemini API|LangChain|OpenAI API|Prompt Engineering|APIs|SQL|Statistics|Data Visualization|Excel|KPI Reporting|Power BI|Tableau,19,4,0,1,2,4,2,1,5,Data Analytics,Data Analyst,0.95,keyword_rules,SQL|Excel|Power BI|Tableau|Data Visualization|Statistics|KPI Reporting,Data Analyst MetroTech Labs is hiring a Data Analyst in Gurgaon. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Airflow Data Visualization Excel Gemini API KPI Reporting LangChain Machine Learning OpenAI API Power BI Prompt Engineering SQL Scikit-learn Statistics and Tableau. Experience with stakeholder communication statistical thinking and business technology tools is preferred. Business Recommendations Future of Work Labor Market Analytics Stakeholder Communication Airflow Machine Learning Scikit-learn Gemini API LangChain OpenAI API Prompt Engineering APIs SQL Statistics Data Visualization Excel KPI Reporting Power BI Tableau
JOB00242,2024-10-07,BrightPath Analytics,Data Scientist,Remote India,Full-Time,Mid,15.0,25.0,BrightPath Analytics is hiring a Data Scientist in Remote India. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Data Visualization LLM Machine Learning Model Evaluation Python SQL Scikit-learn Statistics and Tableau. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,synthetic_sample,Data Scientist,,,,,,,,,,20.0,Data Scientist BrightPath Analytics is hiring a Data Scientist in Remote India. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Data Visualization LLM Machine Learning Model Evaluation Python SQL Scikit-learn Statistics and Tableau. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,Business Recommendations|Future of Work|Labor Market Analytics|Stakeholder Communication|Machine Learning|Model Evaluation|Scikit-learn|LLM|Python|SQL|Statistics|Data Visualization|Tableau,13,4,0,0,3,1,2,1,2,Data Science,Data Scientist,0.75,keyword_rules,Python|SQL|Machine Learning|Statistics|Scikit-learn|Model Evaluation|Data Visualization,Data Scientist BrightPath Analytics is hiring a Data Scientist in Remote India. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Data Visualization LLM Machine Learning Model Evaluation Python SQL Scikit-learn Statistics and Tableau. Experience with stakeholder communication statistical thinking and business technology tools is preferred. Business Recommendations Future of Work Labor Market Analytics Stakeholder Communication Machine Learning Model Evaluation Scikit-learn LLM Python SQL Statistics Data Visualization Tableau
JOB00243,2024-11-12,FutureWorks Analytics,Associate Data Engineer,Noida,Full-Time,Associate,9.0,17.0,FutureWorks Analytics is hiring a Associate Data Engineer in Noida. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Airflow Data Engineering Data Visualization Data Warehousing ETL Econometrics OpenAI API Prompt Engineering Python SQL Semantic Search and Spark. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,synthetic_sample,Data Engineer,,,,,,,,,,13.0,Associate Data Engineer FutureWorks Analytics is hiring a Associate Data Engineer in Noida. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Airflow Data Engineering Data Visualization Data Warehousing ETL Econometrics OpenAI API Prompt Engineering Python SQL Semantic Search and Spark. Experience with stakeholder communication statistical thinking and business technology tools is preferred.,Business Recommendations|Future of Work|Labor Market Analytics|Stakeholder Communication|Airflow|Data Warehousing|ETL|Spark|OpenAI API|Prompt Engineering|Semantic Search|APIs|Python|SQL|Econometrics|Data Visualization,16,4,0,4,0,3,3,1,1,Data Engineering,Data Engineer,0.95,keyword_rules,SQL|ETL|Spark|Airflow|Data Warehousing|Python|Data Engineering,Associate Data Engineer FutureWorks Analytics is hiring a Associate Data Engineer in Noida. The role works with product data and client teams to solve future of work and labor market analytics problems. Responsibilities include cleaning large datasets building analytical datasets developing models communicating recommendations and creating dashboards. Required skills include Airflow Data Engineering Data Visualization Data Warehousing ETL Econometrics OpenAI API Prompt Engineering Python SQL Semantic Search and Spark. Experience with stakeholder communication statistical thinking and business technology tools is preferred. Business Recommendations Future of Work Labor Market Analytics Stakeholder Communication Airflow Data Warehousing ETL Spark OpenAI API Prompt Engineering Semantic Search APIs Python SQL Econometrics Data Visualization
